Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,MedianDaysBetweenOrders,AvgOrderValue,Churn
1632,1,38.69,2,1,1,4,727.5,38.69,1
1565,2,166.39,2,3,2,7,251.0,83.195,1
1628,1,182.14,2,1,3,6,727.5,182.14,1
1655,2,369.91,2,3,4,9,486.0,184.955,1
269,1,73.79,4,1,1,6,727.5,73.79,1
2063,1,345.74,1,1,4,6,727.5,345.74,1
2651,1,118.57,1,1,2,4,727.5,118.57,1
607,2,261.83,3,3,3,9,1051.0,130.915,1
314,1,299.52,4,1,3,8,727.5,299.52,1
615,3,254.02000000000004,3,4,3,10,880.0,84.67333333333335,1
186,3,473.49,4,4,4,12,506.0,157.83,1
1863,2,460.17,1,3,4,8,577.0,230.085,1
1442,2,142.62,2,3,2,7,264.0,71.31,1
187,1,215.02,4,1,3,8,727.5,215.02,1
515,1,228.08,4,1,3,8,727.5,228.08,1
59,3,564.64,4,4,4,12,848.0,188.21333333333334,0
1039,2,246.81,3,3,3,9,1387.0,123.405,1
899,1,217.93,3,1,3,7,727.5,217.93,1
89,1,182.25,4,1,3,8,727.5,182.25,0
22,2,270.77,4,3,3,10,630.0,135.385,0
763,2,105.35,3,3,2,8,764.0,52.675,1
501,1,53.5,4,1,1,6,727.5,53.5,1
364,1,45.18,4,1,1,6,727.5,45.18,1
528,1,92.11,4,1,2,7,727.5,92.11,1
455,2,666.0799999999999,4,3,4,11,260.0,333.03999999999996,1
311,1,206.52,4,1,3,8,727.5,206.52,1
675,1,643.31,3,1,4,8,727.5,643.31,1
65,4,826.48,4,4,4,12,105.0,206.62,0
281,2,252.06,4,3,3,10,937.0,126.03,1
297,2,419.61,4,3,4,11,537.0,209.805,1
1342,2,135.15,2,3,2,7,872.0,67.575,1
558,1,153.42,4,1,2,7,727.5,153.42,1
112,3,212.88,4,4,3,11,1224.0,70.96,0
2392,1,116.7,1,1,2,4,727.5,116.7,1
809,1,62.37,3,1,1,5,727.5,62.37,1
700,1,151.95,3,1,2,6,727.5,151.95,1
918,1,35.1,3,1,1,5,727.5,35.1,1
1583,1,87.67,2,1,2,5,727.5,87.67,1
395,4,461.26,4,4,4,12,236.0,115.315,1
1889,1,476.66,1,1,4,6,727.5,476.66,1
1227,2,272.25,3,3,3,9,345.0,136.125,1
489,1,66.49,4,1,1,6,727.5,66.49,1
2140,1,116.08,1,1,2,4,727.5,116.08,1
894,2,342.42,3,3,4,10,672.0,171.21,1
2607,1,50.11,1,1,1,3,727.5,50.11,1
734,1,251.97,3,1,3,7,727.5,251.97,1
1576,1,174.93,2,1,3,6,727.5,174.93,1
380,1,104.29,4,1,2,7,727.5,104.29,1
1702,2,245.82,2,3,3,8,803.0,122.91,1
822,2,329.22,3,3,4,10,734.0,164.61,1
777,2,266.86,3,3,3,9,1790.0,133.43,1
1367,3,496.82000000000005,2,4,4,10,468.0,165.60666666666668,1
1763,1,191.23,2,1,3,6,727.5,191.23,1
128,2,513.97,4,3,4,11,2688.0,256.985,0
375,1,129.21,4,1,2,7,727.5,129.21,1
2699,1,90.91,1,1,2,4,727.5,90.91,1
676,1,48.4,3,1,1,5,727.5,48.4,1
1728,2,99.97,2,3,2,7,413.0,49.985,1
2347,1,125.04,1,1,2,4,727.5,125.04,1
350,1,34.86,4,1,1,6,727.5,34.86,1
192,2,245.67000000000002,4,3,3,10,235.0,122.83500000000001,1
1545,1,79.96,2,1,1,4,727.5,79.96,1
1842,1,66.73,1,1,1,3,727.5,66.73,1
1383,2,274.55,2,3,3,8,210.0,137.275,1
574,2,292.35,3,3,3,9,1505.0,146.175,1
2366,1,734.95,1,1,4,6,727.5,734.95,1
2557,1,59.91,1,1,1,3,727.5,59.91,1
1224,3,305.09000000000003,3,4,4,11,361.0,101.69666666666667,1
1652,2,173.32999999999998,2,3,3,8,838.0,86.66499999999999,1
2537,1,75.8,1,1,1,3,727.5,75.8,1
518,2,603.74,4,3,4,11,1988.0,301.87,1
1603,1,116.36,2,1,2,5,727.5,116.36,1
1296,1,121.87,2,1,2,5,727.5,121.87,1
250,2,402.73,4,3,4,11,992.0,201.365,1
1292,1,157.96,2,1,2,5,727.5,157.96,1
1890,2,111.74000000000001,1,3,2,6,128.0,55.870000000000005,1
6,3,837.39,4,4,4,12,1322.0,279.13,0
2801,1,143.22,1,1,2,4,727.5,143.22,1
349,1,212.83,4,1,3,8,727.5,212.83,1
1216,1,24.61,3,1,1,5,727.5,24.61,1
1159,1,40.76,3,1,1,5,727.5,40.76,1
1603,1,230.3,2,1,3,6,727.5,230.3,1
2764,2,214.5,1,3,3,7,10.0,107.25,1
1805,1,234.82,2,1,3,6,727.5,234.82,1
1294,1,105.25,2,1,2,5,727.5,105.25,1
1009,1,295.62,3,1,3,7,727.5,295.62,1
2683,1,51.47,1,1,1,3,727.5,51.47,1
88,4,355.06,4,4,4,12,883.0,88.765,0
1238,1,55.0,2,1,1,4,727.5,55.0,1
2810,1,51.33,1,1,1,3,727.5,51.33,1
145,3,298.61,4,4,3,11,611.0,99.53666666666668,0
669,1,225.32,3,1,3,7,727.5,225.32,1
1290,2,206.32999999999998,2,3,3,8,308.0,103.16499999999999,1
1756,1,139.66,2,1,2,5,727.5,139.66,1
1175,1,101.3,3,1,2,6,727.5,101.3,1
543,1,152.42,4,1,2,7,727.5,152.42,1
1078,1,39.54,3,1,1,5,727.5,39.54,1
153,3,631.2,4,4,4,12,737.0,210.4,0
944,2,443.46999999999997,3,3,4,10,1330.0,221.73499999999999,1
2412,1,94.33,1,1,2,4,727.5,94.33,1
1329,1,76.56,2,1,1,4,727.5,76.56,1
1248,1,33.44,2,1,1,4,727.5,33.44,1
2766,1,191.38,1,1,3,5,727.5,191.38,1
1691,1,122.59,2,1,2,5,727.5,122.59,1
1301,1,71.08,2,1,1,4,727.5,71.08,1
150,1,131.04,4,1,2,7,727.5,131.04,0
1421,1,15.96,2,1,1,4,727.5,15.96,1
1256,2,636.26,2,3,4,9,490.0,318.13,1
501,1,97.15,4,1,2,7,727.5,97.15,1
1327,2,424.42,2,3,4,9,590.0,212.21,1
539,2,287.56,4,3,3,10,766.0,143.78,1
167,1,131.65,4,1,2,7,727.5,131.65,0
1569,1,25.06,2,1,1,4,727.5,25.06,1
967,2,288.38,3,3,3,9,410.0,144.19,1
1654,1,207.75,2,1,3,6,727.5,207.75,1
1867,1,444.6,1,1,4,6,727.5,444.6,1
98,1,21.4,4,1,1,6,727.5,21.4,0
2138,1,86.2,1,1,2,4,727.5,86.2,1
1350,1,154.09,2,1,2,5,727.5,154.09,1
1557,1,123.69,2,1,2,5,727.5,123.69,1
1078,1,111.66,3,1,2,6,727.5,111.66,1
1390,1,125.93,2,1,2,5,727.5,125.93,1
653,1,505.03,3,1,4,8,727.5,505.03,1
477,1,327.99,4,1,4,9,727.5,327.99,1
819,2,240.64,3,3,3,9,1390.0,120.32,1
495,2,135.83,4,3,2,9,746.0,67.915,1
1184,1,37.2,3,1,1,5,727.5,37.2,1
157,3,375.84,4,4,4,12,1272.0,125.27999999999999,0
1728,1,98.7,2,1,2,5,727.5,98.7,1
771,1,222.83,3,1,3,7,727.5,222.83,1
547,1,123.32,4,1,2,7,727.5,123.32,1
819,2,492.66,3,3,4,10,209.0,246.33,1
192,1,41.81,4,1,1,6,727.5,41.81,1
711,2,99.47999999999999,3,3,2,8,1349.0,49.739999999999995,1
468,2,59.53,4,3,1,8,1138.0,29.765,1
1046,1,172.64,3,1,3,7,727.5,172.64,1
1743,2,72.19,2,3,1,6,196.0,36.095,1
1840,1,84.77,1,1,2,4,727.5,84.77,1
1718,1,273.8,2,1,3,6,727.5,273.8,1
2511,1,172.34,1,1,3,5,727.5,172.34,1
1417,1,31.37,2,1,1,4,727.5,31.37,1
1071,2,248.69,3,3,3,9,11.0,124.345,1
424,1,444.15,4,1,4,9,727.5,444.15,1
585,4,545.8399999999999,3,4,4,11,894.0,136.45999999999998,1
1156,1,102.89,3,1,2,6,727.5,102.89,1
1920,1,435.73,1,1,4,6,727.5,435.73,1
784,1,252.19,3,1,3,7,727.5,252.19,1
2192,1,17.5,1,1,1,3,727.5,17.5,1
2256,1,403.68,1,1,4,6,727.5,403.68,1
1482,1,67.41,2,1,1,4,727.5,67.41,1
956,1,40.61,3,1,1,5,727.5,40.61,1
258,3,378.25,4,4,4,12,1197.0,126.08333333333333,1
1749,1,158.28,2,1,2,5,727.5,158.28,1
2476,1,71.35,1,1,1,3,727.5,71.35,1
255,1,42.64,4,1,1,6,727.5,42.64,1
1488,1,55.79,2,1,1,4,727.5,55.79,1
593,1,46.6,3,1,1,5,727.5,46.6,1
2177,3,787.22,1,4,4,9,34.0,262.4066666666667,1
649,1,84.41,3,1,2,6,727.5,84.41,1
676,1,44.36,3,1,1,5,727.5,44.36,1
1202,2,181.16,3,3,3,9,1003.0,90.58,1
684,1,183.24,3,1,3,7,727.5,183.24,1
549,1,123.18,4,1,2,7,727.5,123.18,1
1152,1,187.43,3,1,3,7,727.5,187.43,1
2532,1,194.6,1,1,3,5,727.5,194.6,1
2584,1,64.81,1,1,1,3,727.5,64.81,1
1022,1,41.11,3,1,1,5,727.5,41.11,1
386,4,1601.22,4,4,4,12,343.0,400.305,1
1351,1,246.43,2,1,3,6,727.5,246.43,1
1902,1,62.58,1,1,1,3,727.5,62.58,1
1019,2,334.58000000000004,3,3,4,10,260.0,167.29000000000002,1
139,2,152.91,4,3,2,9,765.0,76.455,0
2136,2,343.28999999999996,1,3,4,8,595.0,171.64499999999998,1
2227,1,139.09,1,1,2,4,727.5,139.09,1
689,2,426.86,3,3,4,10,1997.0,213.43,1
2319,2,505.70000000000005,1,3,4,8,475.0,252.85000000000002,1
2506,1,127.45,1,1,2,4,727.5,127.45,1
357,1,139.15,4,1,2,7,727.5,139.15,1
1236,1,28.42,3,1,1,5,727.5,28.42,1
2287,1,228.04,1,1,3,5,727.5,228.04,1
343,1,59.65,4,1,1,6,727.5,59.65,1
1195,2,330.99,3,3,4,10,1430.0,165.495,1
58,2,422.12,4,3,4,11,1668.0,211.06,0
2812,1,171.09,1,1,3,5,727.5,171.09,1
1554,1,57.92,2,1,1,4,727.5,57.92,1
734,3,343.08000000000004,3,4,4,11,966.0,114.36000000000001,1
285,3,441.55,4,4,4,12,991.0,147.18333333333334,1
435,2,139.42000000000002,4,3,2,9,1637.0,69.71000000000001,1
845,1,48.82,3,1,1,5,727.5,48.82,1
678,1,122.14,3,1,2,6,727.5,122.14,1
1811,2,305.8,2,3,4,9,615.0,152.9,1
1996,1,109.31,1,1,2,4,727.5,109.31,1
992,1,212.93,3,1,3,7,727.5,212.93,1
2422,1,95.34,1,1,2,4,727.5,95.34,1
92,1,142.67,4,1,2,7,727.5,142.67,0
1286,2,335.51,2,3,4,9,241.0,167.755,1
2584,2,341.37,1,3,4,8,208.0,170.685,1
145,2,254.97,4,3,3,10,701.0,127.485,0
2630,1,162.09,1,1,2,4,727.5,162.09,1
263,1,114.92,4,1,2,7,727.5,114.92,1
753,1,184.02,3,1,3,7,727.5,184.02,1
1276,2,212.47,2,3,3,8,1282.0,106.235,1
1253,1,62.21,2,1,1,4,727.5,62.21,1
164,2,474.75,4,3,4,11,2403.0,237.375,0
272,2,791.43,4,3,4,11,2552.0,395.715,1
91,3,432.21,4,4,4,12,1254.0,144.07,0
1257,1,103.0,2,1,2,5,727.5,103.0,1
133,1,78.14,4,1,1,6,727.5,78.14,0
2442,1,45.92,1,1,1,3,727.5,45.92,1
2115,1,60.82,1,1,1,3,727.5,60.82,1
1127,2,240.01999999999998,3,3,3,9,1644.0,120.00999999999999,1
1159,1,99.03,3,1,2,6,727.5,99.03,1
1499,2,654.1800000000001,2,3,4,9,1012.0,327.09000000000003,1
2100,1,205.36,1,1,3,5,727.5,205.36,1
1052,2,447.24,3,3,4,10,601.0,223.62,1
15,4,435.87,4,4,4,12,407.0,108.9675,0
1404,3,398.72,2,4,4,10,680.0,132.90666666666667,1
2139,1,69.85,1,1,1,3,727.5,69.85,1
1446,1,343.11,2,1,4,7,727.5,343.11,1
2464,1,34.78,1,1,1,3,727.5,34.78,1
2564,1,371.09,1,1,4,6,727.5,371.09,1
315,1,55.05,4,1,1,6,727.5,55.05,1
975,1,213.61,3,1,3,7,727.5,213.61,1
1768,1,260.09,2,1,3,6,727.5,260.09,1
299,2,365.49,4,3,4,11,182.0,182.745,1
2798,1,153.86,1,1,2,4,727.5,153.86,1
1940,1,26.36,1,1,1,3,727.5,26.36,1
431,1,73.31,4,1,1,6,727.5,73.31,1
1574,1,21.93,2,1,1,4,727.5,21.93,1
1135,2,73.7,3,3,1,7,474.0,36.85,1
2800,1,165.26,1,1,2,4,727.5,165.26,1
1851,1,333.32,1,1,4,6,727.5,333.32,1
2520,1,24.87,1,1,1,3,727.5,24.87,1
399,2,344.29999999999995,4,3,4,11,421.0,172.14999999999998,1
1784,1,55.5,2,1,1,4,727.5,55.5,1
269,1,114.56,4,1,2,7,727.5,114.56,1
2185,2,241.69,1,3,3,7,524.0,120.845,1
351,2,200.32,4,3,3,10,1437.0,100.16,1
1829,1,58.06,1,1,1,3,727.5,58.06,1
547,1,102.27,4,1,2,7,727.5,102.27,1
200,1,105.32,4,1,2,7,727.5,105.32,1
1707,3,541.19,2,4,4,10,443.0,180.39666666666668,1
1288,1,95.22,2,1,2,5,727.5,95.22,1
831,2,68.92,3,3,1,7,1250.0,34.46,1
1833,1,64.0,1,1,1,3,727.5,64.0,1
316,1,42.83,4,1,1,6,727.5,42.83,1
1708,2,238.44,2,3,3,8,1057.0,119.22,1
74,1,233.75,4,1,3,8,727.5,233.75,0
1220,1,237.56,3,1,3,7,727.5,237.56,1
1326,2,295.09,2,3,3,8,947.0,147.545,1
2554,2,233.94,1,3,3,7,136.0,116.97,1
2720,1,15.77,1,1,1,3,727.5,15.77,1
900,4,865.9499999999999,3,4,4,11,289.0,216.48749999999998,1
681,2,371.69,3,3,4,10,1083.0,185.845,1
652,1,265.83,3,1,3,7,727.5,265.83,1
2738,1,81.16,1,1,1,3,727.5,81.16,1
408,2,209.49,4,3,3,10,627.0,104.745,1
757,1,191.6,3,1,3,7,727.5,191.6,1
1704,3,822.21,2,4,4,10,103.0,274.07,1
1427,2,333.24,2,3,4,9,163.0,166.62,1
1273,2,188.17999999999998,2,3,3,8,1084.0,94.08999999999999,1
644,1,123.42,3,1,2,6,727.5,123.42,1
723,1,64.17,3,1,1,5,727.5,64.17,1
234,2,136.97,4,3,2,9,2336.0,68.485,1
1893,2,468.66,1,3,4,8,830.0,234.33,1
217,1,102.58,4,1,2,7,727.5,102.58,1
356,3,770.81,4,4,4,12,506.0,256.93666666666667,1
1256,1,55.65,2,1,1,4,727.5,55.65,1
17,1,113.05,4,1,2,7,727.5,113.05,0
393,1,104.17,4,1,2,7,727.5,104.17,1
2571,1,90.91,1,1,2,4,727.5,90.91,1
1040,2,675.49,3,3,4,10,765.0,337.745,1
2824,1,279.51,1,1,3,5,727.5,279.51,1
1922,3,283.07000000000005,1,4,3,8,418.0,94.35666666666668,1
1800,2,316.99,2,3,4,9,25.0,158.495,1
542,1,40.9,4,1,1,6,727.5,40.9,1
809,1,315.44,3,1,4,8,727.5,315.44,1
2106,1,85.72,1,1,2,4,727.5,85.72,1
1006,2,149.66,3,3,2,8,1659.0,74.83,1
171,1,55.0,4,1,1,6,727.5,55.0,0
1480,2,199.9,2,3,3,8,180.0,99.95,1
1515,1,103.52,2,1,2,5,727.5,103.52,1
1001,2,358.38,3,3,4,10,1815.0,179.19,1
1610,2,230.95000000000002,2,3,3,8,616.0,115.47500000000001,1
2430,1,52.24,1,1,1,3,727.5,52.24,1
1798,2,417.53,2,3,4,9,344.0,208.765,1
1325,2,213.18,2,3,3,8,1364.0,106.59,1
2662,1,241.6,1,1,3,5,727.5,241.6,1
74,2,218.35,4,3,3,10,384.0,109.175,0
715,1,350.8,3,1,4,8,727.5,350.8,1
1781,2,293.89,2,3,3,8,1049.0,146.945,1
1339,2,286.79,2,3,3,8,824.0,143.395,1
16,1,72.65,4,1,1,6,727.5,72.65,0
454,2,185.1,4,3,3,10,1110.0,92.55,1
2691,1,77.73,1,1,1,3,727.5,77.73,1
1295,1,91.17,2,1,2,5,727.5,91.17,1
900,2,368.34000000000003,3,3,4,10,784.0,184.17000000000002,1
912,2,763.1700000000001,3,3,4,10,1464.0,381.58500000000004,1
2315,1,114.65,1,1,2,4,727.5,114.65,1
98,1,192.01,4,1,3,8,727.5,192.01,0
1262,1,57.86,2,1,1,4,727.5,57.86,1
175,2,326.43,4,3,4,11,1969.0,163.215,0
2393,1,31.23,1,1,1,3,727.5,31.23,1
1,2,154.32,4,3,2,9,805.0,77.16,0
531,2,484.1,4,3,4,11,1376.0,242.05,1
1412,1,125.15,2,1,2,5,727.5,125.15,1
482,1,187.35,4,1,3,8,727.5,187.35,1
1869,1,410.31,1,1,4,6,727.5,410.31,1
897,2,215.43,3,3,3,9,811.0,107.715,1
881,2,56.16,3,3,1,7,960.0,28.08,1
1045,2,209.77999999999997,3,3,3,9,245.0,104.88999999999999,1
175,2,143.01,4,3,2,9,635.0,71.505,0
1114,1,40.15,3,1,1,5,727.5,40.15,1
2449,1,139.38,1,1,2,4,727.5,139.38,1
2474,1,158.71,1,1,2,4,727.5,158.71,1
280,2,668.23,4,3,4,11,1389.0,334.115,1
1608,1,135.24,2,1,2,5,727.5,135.24,1
1603,1,117.43,2,1,2,5,727.5,117.43,1
638,1,107.18,3,1,2,6,727.5,107.18,1
1459,1,177.77,2,1,3,6,727.5,177.77,1
2097,1,83.87,1,1,1,3,727.5,83.87,1
1472,3,361.67,2,4,4,10,387.0,120.55666666666667,1
2677,1,202.89,1,1,3,5,727.5,202.89,1
217,3,432.27,4,4,4,12,1064.0,144.09,1
1036,2,183.95999999999998,3,3,3,9,1419.0,91.97999999999999,1
1559,2,275.62,2,3,3,8,1023.0,137.81,1
914,2,104.07,3,3,2,8,1497.0,52.035,1
28,1,62.45,4,1,1,6,727.5,62.45,0
1563,1,107.34,2,1,2,5,727.5,107.34,1
600,2,248.64999999999998,3,3,3,9,1334.0,124.32499999999999,1
929,1,73.79,3,1,1,5,727.5,73.79,1
1751,1,132.4,2,1,2,5,727.5,132.4,1
310,1,75.35,4,1,1,6,727.5,75.35,1
580,1,215.88,3,1,3,7,727.5,215.88,1
1103,1,42.96,3,1,1,5,727.5,42.96,1
1920,2,273.03,1,3,3,7,761.0,136.515,1
174,2,95.33000000000001,4,3,2,9,1099.0,47.665000000000006,0
1624,1,45.24,2,1,1,4,727.5,45.24,1
1791,1,414.03,2,1,4,7,727.5,414.03,1
1876,1,35.32,1,1,1,3,727.5,35.32,1
259,1,32.32,4,1,1,6,727.5,32.32,1
526,1,395.27,4,1,4,9,727.5,395.27,1
2327,1,59.89,1,1,1,3,727.5,59.89,1
922,1,57.27,3,1,1,5,727.5,57.27,1
2504,1,51.25,1,1,1,3,727.5,51.25,1
560,1,107.34,4,1,2,7,727.5,107.34,1
1895,1,50.63,1,1,1,3,727.5,50.63,1
501,1,47.88,4,1,1,6,727.5,47.88,1
2486,1,107.67,1,1,2,4,727.5,107.67,1
2318,1,15.62,1,1,1,3,727.5,15.62,1
523,2,369.92,4,3,4,11,1735.0,184.96,1
1497,1,147.83,2,1,2,5,727.5,147.83,1
1213,1,165.86,3,1,2,6,727.5,165.86,1
748,1,183.45,3,1,3,7,727.5,183.45,1
782,2,383.95000000000005,3,3,4,10,874.0,191.97500000000002,1
2268,1,79.47,1,1,1,3,727.5,79.47,1
1848,1,160.42,1,1,2,4,727.5,160.42,1
2674,1,69.98,1,1,1,3,727.5,69.98,1
1977,1,191.75,1,1,3,5,727.5,191.75,1
709,2,486.58000000000004,3,3,4,10,405.0,243.29000000000002,1
1728,2,172.98000000000002,2,3,3,8,769.0,86.49000000000001,1
2084,1,66.29,1,1,1,3,727.5,66.29,1
291,1,215.85,4,1,3,8,727.5,215.85,1
1556,1,83.31,2,1,1,4,727.5,83.31,1
71,3,701.64,4,4,4,12,1357.0,233.88,0
990,1,198.83,3,1,3,7,727.5,198.83,1
1563,2,230.37,2,3,3,8,214.0,115.185,1
1036,1,87.61,3,1,2,6,727.5,87.61,1
1433,1,474.31,2,1,4,7,727.5,474.31,1
1167,1,48.31,3,1,1,5,727.5,48.31,1
1108,1,489.16,3,1,4,8,727.5,489.16,1
57,2,215.98000000000002,4,3,3,10,129.0,107.99000000000001,0
503,2,793.25,4,3,4,11,1957.0,396.625,1
603,1,89.15,3,1,2,6,727.5,89.15,1
239,1,196.6,4,1,3,8,727.5,196.6,1
994,2,411.08,3,3,4,10,1559.0,205.54,1
1346,2,245.10000000000002,2,3,3,8,1461.0,122.55000000000001,1
248,1,69.18,4,1,1,6,727.5,69.18,1
413,2,359.5,4,3,4,11,548.0,179.75,1
282,1,269.44,4,1,3,8,727.5,269.44,1
666,2,321.45,3,3,4,10,1464.0,160.725,1
2119,1,211.12,1,1,3,5,727.5,211.12,1
344,1,99.88,4,1,2,7,727.5,99.88,1
1708,1,61.12,2,1,1,4,727.5,61.12,1
1016,2,162.97000000000003,3,3,2,8,873.0,81.48500000000001,1
152,2,325.8,4,3,4,11,1535.0,162.9,0
779,2,362.36,3,3,4,10,1503.0,181.18,1
2515,1,67.54,1,1,1,3,727.5,67.54,1
2224,1,401.02,1,1,4,6,727.5,401.02,1
472,2,505.28000000000003,4,3,4,11,2062.0,252.64000000000001,1
317,1,54.09,4,1,1,6,727.5,54.09,1
1629,2,238.96,2,3,3,8,762.0,119.48,1
1704,1,161.21,2,1,2,5,727.5,161.21,1
938,1,44.69,3,1,1,5,727.5,44.69,1
2119,1,180.45,1,1,3,5,727.5,180.45,1
130,1,206.9,4,1,3,8,727.5,206.9,0
1608,1,49.69,2,1,1,4,727.5,49.69,1
411,1,256.96,4,1,3,8,727.5,256.96,1
231,1,22.49,4,1,1,6,727.5,22.49,1
2758,1,290.35,1,1,3,5,727.5,290.35,1
466,1,98.13,4,1,2,7,727.5,98.13,1
540,1,371.23,4,1,4,9,727.5,371.23,1
241,1,602.01,4,1,4,9,727.5,602.01,1
162,2,367.65,4,3,4,11,2157.0,183.825,0
250,2,294.52,4,3,3,10,1469.0,147.26,1
1247,2,262.24,2,3,3,8,563.0,131.12,1
2373,1,36.18,1,1,1,3,727.5,36.18,1
1700,1,196.86,2,1,3,6,727.5,196.86,1
1952,1,127.1,1,1,2,4,727.5,127.1,1
1022,2,244.59,3,3,3,9,779.0,122.295,1
2516,1,838.37,1,1,4,6,727.5,838.37,1
1078,1,198.71,3,1,3,7,727.5,198.71,1
929,2,581.99,3,3,4,10,706.0,290.995,1
47,1,55.03,4,1,1,6,727.5,55.03,0
2809,1,147.23,1,1,2,4,727.5,147.23,1
793,1,35.46,3,1,1,5,727.5,35.46,1
710,1,123.07,3,1,2,6,727.5,123.07,1
917,1,202.55,3,1,3,7,727.5,202.55,1
612,1,46.75,3,1,1,5,727.5,46.75,1
364,3,436.18,4,4,4,12,864.0,145.39333333333335,1
219,1,197.12,4,1,3,8,727.5,197.12,1
522,2,71.58,4,3,1,8,1795.0,35.79,1
1157,2,523.5,3,3,4,10,1160.0,261.75,1
1665,1,175.75,2,1,3,6,727.5,175.75,1
352,2,233.91,4,3,3,10,1308.0,116.955,1
923,2,322.75,3,3,4,10,820.0,161.375,1
445,1,102.56,4,1,2,7,727.5,102.56,1
1337,2,363.79,2,3,4,9,0.0,181.895,1
1177,1,193.17,3,1,3,7,727.5,193.17,1
1681,2,364.91999999999996,2,3,4,9,217.0,182.45999999999998,1
904,1,27.07,3,1,1,5,727.5,27.07,1
93,2,159.54,4,3,2,9,1180.0,79.77,0
2572,1,141.25,1,1,2,4,727.5,141.25,1
703,1,165.89,3,1,2,6,727.5,165.89,1
2669,1,88.67,1,1,2,4,727.5,88.67,1
208,1,78.76,4,1,1,6,727.5,78.76,1
2761,1,137.74,1,1,2,4,727.5,137.74,1
641,1,53.45,3,1,1,5,727.5,53.45,1
1736,1,338.58,2,1,4,7,727.5,338.58,1
605,3,317.38,3,4,4,11,988.0,105.79333333333334,1
2108,2,243.06,1,3,3,7,415.0,121.53,1
741,1,156.59,3,1,2,6,727.5,156.59,1
1859,1,83.52,1,1,1,3,727.5,83.52,1
122,5,947.01,4,4,4,12,617.0,189.402,0
1713,1,256.48,2,1,3,6,727.5,256.48,1
1402,1,490.32,2,1,4,7,727.5,490.32,1
616,2,260.5,3,3,3,9,957.0,130.25,1
2654,1,60.41,1,1,1,3,727.5,60.41,1
1051,3,566.98,3,4,4,11,689.0,188.99333333333334,1
184,1,69.02,4,1,1,6,727.5,69.02,1
1924,1,81.14,1,1,1,3,727.5,81.14,1
186,3,423.09999999999997,4,4,4,12,541.0,141.03333333333333,1
1972,1,467.38,1,1,4,6,727.5,467.38,1
2198,1,23.37,1,1,1,3,727.5,23.37,1
404,1,289.36,4,1,3,8,727.5,289.36,1
1966,2,399.68,1,3,4,8,429.0,199.84,1
1121,2,535.8199999999999,3,3,4,10,9.0,267.90999999999997,1
2634,1,116.92,1,1,2,4,727.5,116.92,1
154,2,352.65999999999997,4,3,4,11,450.0,176.32999999999998,0
1901,1,34.02,1,1,1,3,727.5,34.02,1
333,1,243.6,4,1,3,8,727.5,243.6,1
213,2,226.13,4,3,3,10,2489.0,113.065,1
22,1,254.67,4,1,3,8,727.5,254.67,0
1011,1,163.8,3,1,2,6,727.5,163.8,1
909,3,401.09000000000003,3,4,4,11,708.0,133.6966666666667,1
941,1,241.57,3,1,3,7,727.5,241.57,1
1143,1,112.68,3,1,2,6,727.5,112.68,1
1943,1,46.71,1,1,1,3,727.5,46.71,1
193,2,559.9,4,3,4,11,577.0,279.95,1
2211,1,75.43,1,1,1,3,727.5,75.43,1
282,1,58.97,4,1,1,6,727.5,58.97,1
267,2,458.37,4,3,4,11,721.0,229.185,1
1231,2,410.16999999999996,3,3,4,10,1079.0,205.08499999999998,1
616,2,151.17000000000002,3,3,2,8,146.0,75.58500000000001,1
2423,1,82.48,1,1,1,3,727.5,82.48,1
1018,1,54.39,3,1,1,5,727.5,54.39,1
400,2,234.92000000000002,4,3,3,10,347.0,117.46000000000001,1
943,2,380.78999999999996,3,3,4,10,1327.0,190.39499999999998,1
1161,2,96.05,3,3,2,8,568.0,48.025,1
1768,1,314.66,2,1,4,7,727.5,314.66,1
1007,1,131.99,3,1,2,6,727.5,131.99,1
1153,1,270.03,3,1,3,7,727.5,270.03,1
1072,2,395.0,3,3,4,10,1004.0,197.5,1
678,2,336.38,3,3,4,10,1474.0,168.19,1
1158,1,48.32,3,1,1,5,727.5,48.32,1
630,2,275.06,3,3,3,9,309.0,137.53,1
1202,2,471.06,3,3,4,10,510.0,235.53,1
789,1,159.36,3,1,2,6,727.5,159.36,1
702,2,288.24,3,3,3,9,1611.0,144.12,1
89,2,406.39,4,3,4,11,704.0,203.195,0
316,1,67.86,4,1,1,6,727.5,67.86,1
979,1,77.18,3,1,1,5,727.5,77.18,1
2438,1,49.93,1,1,1,3,727.5,49.93,1
842,2,382.6,3,3,4,10,1290.0,191.3,1
166,2,320.23,4,3,4,11,2529.0,160.115,0
938,1,104.46,3,1,2,6,727.5,104.46,1
1075,1,80.05,3,1,1,5,727.5,80.05,1
385,2,256.98,4,3,3,10,1194.0,128.49,1
118,2,177.54999999999998,4,3,3,10,2051.0,88.77499999999999,0
583,2,729.21,3,3,4,10,231.0,364.605,1
1081,1,144.0,3,1,2,6,727.5,144.0,1
991,2,422.05,3,3,4,10,653.0,211.025,1
1672,1,54.69,2,1,1,4,727.5,54.69,1
2355,1,103.85,1,1,2,4,727.5,103.85,1
1238,1,102.95,2,1,2,5,727.5,102.95,1
2677,1,194.61,1,1,3,5,727.5,194.61,1
